CODIGO_ICCS;TIPO;EDAD;GENERO;NIVEL DE INSTRUCCIÓN;NACIONALIDAD;ETNIA;DELITO ;TIPO DE ARMA;FECHA;HORA;PROVINCIA;CANTON;LATITUD;LONGITUD
1010201;DETENIDO;0;HOMBRE;NO APLICA;VENEZOLANO;BLANCO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;3/10/2023;17:30:00.0000000;LOS RIOS;PUEBLOVIEJO;-1.551.862;-79.536.723
1010201;APREHENDIDO;34;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;4/10/2023;20:35:00.0000000;GUAYAS;GUAYAQUIL;-2.196.378.811;-79.929.807.186
1010101;APREHENDIDO;45;HOMBRE;EDUCACIÓN INICIAL;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);4/10/2023;08:20:00.0000000;PICHINCHA;SAN MIGUEL DE LOS BANCOS;-0.014924323;-78.796.812.099
1010201;APREHENDIDO;18;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;4/10/2023;20:35:00.0000000;GUAYAS;GUAYAQUIL;-2.196.400.253;-7.992.967.844
1010201;APREHENDIDO;19;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;4/10/2023;11:40:00.0000000;GUAYAS;GUAYAQUIL;-2.275.283.761;-79.881.366.491
1010201;APREHENDIDO;23;MUJER;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/10/2023;11:55:00.0000000;IMBABURA;IBARRA;0.364792531;-78.126.055.392
1010201;APREHENDIDO;17;HOMBRE;NO APLICA;ECUATORIANO;MULATO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/10/2023;11:55:00.0000000;IMBABURA;IBARRA;0.364792531;-78.126.055.392
1010201;APREHENDIDO;31;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/10/2023;11:55:00.0000000;IMBABURA;IBARRA;0.364792531;-78.126.055.392
1010201;APREHENDIDO;20;HOMBRE;NO APLICA;ECUATORIANO;MULATO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);6/10/2023;11:55:00.0000000;IMBABURA;IBARRA;0.364792531;-78.126.055.392
1010201;APREHENDIDO;30;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/10/2023;19:15:00.0000000;GUAYAS;GUAYAQUIL;-2.119.568.259;-79.948.410.988
1010201;APREHENDIDO;16;MUJER;NO APLICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/10/2023;11:55:00.0000000;IMBABURA;IBARRA;0.364832;-781.265.598
1010201;APREHENDIDO;19;MUJER;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/10/2023;11:55:00.0000000;IMBABURA;IBARRA;0.364792531;-78.126.055.392
1010201;APREHENDIDO;19;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);7/10/2023;04:35:00.0000000;PICHINCHA;QUITO;-0.267406247;-7.848.723.748
1010101;APREHENDIDO;22;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;7/10/2023;11:45:00.0000000;PICHINCHA;QUITO;-0.339993184;-78.535.352.937
1010201;APREHENDIDO;22;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;7/10/2023;17:00:00.0000000;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.272727816;-79.177.354.267
1010201;APREHENDIDO;23;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;7/10/2023;17:00:00.0000000;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.272727816;-79.177.354.267
1010201;DETENIDO;41;HOMBRE;SE DESCONOCE;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;8/10/2023;21:30:00.0000000;GUAYAS;GUAYAQUIL;-2.197.627.801;-79.912.265.539
1010201;APREHENDIDO;16;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;8/10/2023;04:00:00.0000000;PICHINCHA;QUITO;-0.248413202;-78.533.091.196
1010201;APREHENDIDO;17;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;8/10/2023;04:00:00.0000000;PICHINCHA;QUITO;-0.248402473;-78.532.996.773
1010201;APREHENDIDO;17;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;8/10/2023;04:00:00.0000000;PICHINCHA;QUITO;-0.248390552;-78.533.007.496
1010201;APREHENDIDO;18;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;8/10/2023;04:00:00.0000000;PICHINCHA;QUITO;-0.248386864;-78.533.041.477
1010101;APREHENDIDO;23;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;9/10/2023;17:00:00.0000000;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;-3.903.020.708;-7.868.999.362
1010201;APREHENDIDO;34;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;9/10/2023;20:30:00.0000000;GUAYAS;GUAYAQUIL;-2.106.042.196;-79.947.574.139
1010101;APREHENDIDO;47;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;9/10/2023;17:00:00.0000000;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;-3.903.031.412;-78.690.015.078
1010902;APREHENDIDO;28;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;10/10/2023;21:15:00.0000000;GUAYAS;GUAYAQUIL;-2.139.993.997;-79.890.684.485
1010201;APREHENDIDO;24;HOMBRE;NO APLICA;ECUATORIANO;INDÍGENA;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;11/10/2023;17:45:00.0000000;CHIMBORAZO;GUAMOTE;-1.913.353.609;-7.869.801.196
1010201;APREHENDIDO;30;HOMBRE;NO APLICA;ECUATORIANO;INDÍGENA;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;11/10/2023;18:00:00.0000000;CHIMBORAZO;GUAMOTE;-1.940.864.168;-7.871.420.197
1010902;DETENIDO;27;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;11/10/2023;17:00:00.0000000;GUAYAS;COLIMES;-143.695;-8.015.321
1010201;APREHENDIDO;30;HOMBRE;NO APLICA;ECUATORIANO;INDÍGENA;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;11/10/2023;17:35:00.0000000;CHIMBORAZO;GUAMOTE;-1.933.071.694;-78.708.368.791
1010902;APREHENDIDO;52;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);11/10/2023;22:00:00.0000000;ESMERALDAS;SAN LORENZO;1.040.208.338;-78.768.598.306
1010201;APREHENDIDO;17;HOMBRE;NO APLICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;13/10/2023;04:00:00.0000000;ESMERALDAS;ESMERALDAS;0.985246062;-79.661.692.004
1010201;APREHENDIDO;23;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;13/10/2023;04:00:00.0000000;ESMERALDAS;ESMERALDAS;0.985246062;-79.661.692.004
1010201;APREHENDIDO;22;HOMBRE;NO APLICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;13/10/2023;05:00:00.0000000;ESMERALDAS;ESMERALDAS;0.965078148;-79.648.804.101
1010201;DETENIDO;44;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;14/10/2023;18:30:00.0000000;EL ORO;MACHALA;-3.253.879.734;-79.961.564.476
1010902;APREHENDIDO;32;HOMBRE;NO APLICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);14/10/2023;18:45:00.0000000;GUAYAS;GUAYAQUIL;-2.129.552.894;-79.970.558.257
1010902;APREHENDIDO;41;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;14/10/2023;05:00:00.0000000;PICHINCHA;QUITO;-0.27786051;-78.544.768.095
1010201;APREHENDIDO;25;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;15/10/2023;17:45:00.0000000;LOS RIOS;VENTANAS;-1.435.398.016;-79.454.240.799
1010101;DETENIDO;32;MUJER;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;10:31:00.0000000;ESMERALDAS;QUININDE;0.3294;-794.722
1010201;APREHENDIDO;27;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;15/10/2023;12:00:00.0000000;MANABI;PORTOVIEJO;-1.074.695.984;-80.448.517.207
1010201;APREHENDIDO;19;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;15/10/2023;17:45:00.0000000;LOS RIOS;VENTANAS;-1.435.414.104;-7.945.423.007
1010201;DETENIDO;44;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;14:00:00.0000000;EL ORO;HUAQUILLAS;-3.481.247.659;-80.242.226.479
1010101;DETENIDO;23;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;16:00:00.0000000;PICHINCHA;QUITO;-0.2429968;-785.190.711
1010202;DETENIDO;58;MUJER;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;08:00:00.0000000;MANABI;MANTA;-0.956529;-80.736.397
1010201;APREHENDIDO;21;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;15/10/2023;12:00:00.0000000;MANABI;PORTOVIEJO;-1.074.665.437;-8.044.846.809
1010201;DETENIDO;56;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;08:50:00.0000000;GUAYAS;DAULE;-1.866.504.184;-79.977.593.422
1010101;DETENIDO;33;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;08:00:00.0000000;MANABI;SAN VICENTE;-0.4636;-804.533
1010201;DETENIDO;28;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;12:30:00.0000000;EL ORO;HUAQUILLAS;-348.392.249;-80.221.733.439
1010201;DETENIDO;25;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;15:00:00.0000000;PICHINCHA;QUITO;-0.169772993;-78.481.696.158
1010201;APREHENDIDO;19;HOMBRE;EDUCACIÓN INICIAL;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;15/10/2023;12:00:00.0000000;MANABI;PORTOVIEJO;-1.074.665.437;-8.044.846.809
1010201;APREHENDIDO;0;HOMBRE;EDUCACIÓN INICIAL;VENEZOLANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;15/10/2023;23:30:00.0000000;LOS RIOS;VENTANAS;-1.432.819.796;-79.453.972.578
1010201;APREHENDIDO;31;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;23:30:00.0000000;LOS RIOS;VENTANAS;-1.432.861.441;-79.454.106.688
1010101;DETENIDO;33;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;15:30:00.0000000;PICHINCHA;MEJIA;-0.368244981;-78.549.864.292
1010201;DETENIDO;43;MUJER;NO APLICA;ECUATORIANO;SHUAR;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;09:40:00.0000000;MORONA SANTIAGO;MORONA;-2.389.213.659;-78.118.954.114
1010201;DETENIDO;67;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;11:00:00.0000000;LOS RIOS;QUEVEDO;-1.115.590.657;-79.439.499.378
1010201;DETENIDO;79;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);15/10/2023;08:20:00.0000000;BOLIVAR;GUARANDA;-1.571.082.483;-79.008.005.792
1010201;DETENIDO;31;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;11:00:00.0000000;MANABI;PEDERNALES;0.180967;-79.916.610.718
1010201;DETENIDO;22;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;12:00:00.0000000;MANABI;CHONE;-0.098632823;-79.818.077.087
1010101;DETENIDO;19;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;15/10/2023;12:08:00.0000000;GUAYAS;SAN JACINTO DE YAGUACHI;-209.826;-7.969.433
1010101;DETENIDO;27;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;16/10/2023;21:21:00.0000000;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.286874911;-79.180.172.778
1010101;APREHENDIDO;20;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);16/10/2023;07:00:00.0000000;PICHINCHA;QUITO;-0.256955493;-78.554.500.257
1010201;DETENIDO;22;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;17/10/2023;09:00:00.0000000;LOS RIOS;QUEVEDO;-1.009.440.891;-794.658.494
1010101;APREHENDIDO;55;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;17/10/2023;10:30:00.0000000;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.270393325;-79.200.450.182
1010201;DETENIDO;23;HOMBRE;SE DESCONOCE;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;17/10/2023;10:30:00.0000000;LOS RIOS;MOCACHE;-122.788;-79.469.346
1010101;APREHENDIDO;22;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;18/10/2023;23:30:00.0000000;PICHINCHA;QUITO;-0.298313641;-78.561.169.505
1010201;APREHENDIDO;24;HOMBRE;NO APLICA;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;18/10/2023;22:15:00.0000000;PASTAZA;MERA;-1.505.163.851;-78.040.834.665
1010101;APREHENDIDO;22;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;18/10/2023;23:30:00.0000000;PICHINCHA;QUITO;-0.298339866;-78.561.207.057
1010201;DETENIDO;31;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/10/2023;16:00:00.0000000;PICHINCHA;QUITO;-0.172308162;-78.485.010.616
1010201;DETENIDO;33;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/10/2023;15:00:00.0000000;GUAYAS;GUAYAQUIL;-2.996.528;-79.792.293
1010202;APREHENDIDO;17;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/10/2023;16:00:00.0000000;GUAYAS;DURAN;-2.169.792;-79.815.216
1010201;DETENIDO;47;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/10/2023;11:30:00.0000000;GUAYAS;GUAYAQUIL;-2.051.722.467;-79.944.205.327
1010201;APREHENDIDO;23;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);24/10/2023;10:00:00.0000000;ESMERALDAS;QUININDE;0.324902567;-79.370.569.628
1010201;APREHENDIDO;16;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);24/10/2023;13:00:00.0000000;ESMERALDAS;QUININDE;0.0363369;-794.087.851
1010902;APREHENDIDO;35;HOMBRE;TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/10/2023;22:30:00.0000000;GUAYAS;PALESTINA;-1.628.767.423;-79.981.691.837
1010201;DETENIDO;26;HOMBRE;NO APLICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/10/2023;13:00:00.0000000;GUAYAS;GUAYAQUIL;-205.169.215;-79.944.184.266
1010201;APREHENDIDO;35;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/10/2023;17:30:00.0000000;GUAYAS;NARANJAL;-2.672.530.658;-79.619.886.496
1010902;APREHENDIDO;27;HOMBRE;NO APLICA;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);26/10/2023;00:15:00.0000000;GUAYAS;PALESTINA;-1.628.720.503;-79.981.665.015
1010101;DETENIDO;32;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/10/2023;17:10:00.0000000;PICHINCHA;QUITO;-0.127164766;-78.356.637.955
1010201;APREHENDIDO;18;HOMBRE;NO APLICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/10/2023;21:50:00.0000000;GUAYAS;GUAYAQUIL;-2.227.951.498;-79.918.425.822
1010201;APREHENDIDO;16;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/10/2023;14:40:00.0000000;GUAYAS;GUAYAQUIL;-2.236.663.924;-79.926.095.009
1010201;DETENIDO;38;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;29/10/2023;12:45:00.0000000;GUAYAS;GUAYAQUIL;-2.055.211.567;-79.945.631.361
1010902;APREHENDIDO;54;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);30/10/2023;06:15:00.0000000;LOS RIOS;BABAHOYO;-1.759.505.742;-7.953.882.239
1010101;APREHENDIDO;47;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;30/10/2023;14:30:00.0000000;LOS RIOS;VALENCIA;-0.949332488;-79.353.893.995
1010101;APREHENDIDO;22;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;30/10/2023;14:30:00.0000000;LOS RIOS;VALENCIA;-0.949306088;-79.353.910.089
1010201;DETENIDO;21;MUJER;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;31/10/2023;11:00:00.0000000;PICHINCHA;QUITO;-0.320787;-78.553.159
1010201;DETENIDO;35;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;31/10/2023;08:30:00.0000000;GUAYAS;GUAYAQUIL;-2.186.972.768;-7.994.039.149
1010201;DETENIDO;43;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2/11/2023;11:20:00.0000000;CHIMBORAZO;GUANO;-1.607.951.619;-78.623.406.344
1010201;APREHENDIDO;32;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;4/11/2023;23:55:00.0000000;GUAYAS;GUAYAQUIL;-2.159.433;-79.929.313
1010201;APREHENDIDO;44;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;4/11/2023;06:30:00.0000000;GUAYAS;GUAYAQUIL;-2.024.930.589;-79.951.866.696
1010201;APREHENDIDO;15;HOMBRE;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;4/11/2023;15:40:00.0000000;GUAYAS;GUAYAQUIL;-22.409.093;-79.926.288.128
1010201;APREHENDIDO;19;HOMBRE;SE DESCONOCE;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/11/2023;22:30:00.0000000;ESMERALDAS;ATACAMES;0.8748067;-798.284.716
1010101;DETENIDO;42;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/11/2023;14:00:00.0000000;PICHINCHA;QUITO;-0.057206144;-78.451.040.983
1010201;APREHENDIDO;26;HOMBRE;SE DESCONOCE;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;5/11/2023;22:00:00.0000000;ESMERALDAS;ATACAMES;0.88399754;-79.824.842.376
1010201;APREHENDIDO;19;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/11/2023;20:00:00.0000000;LOS RIOS;BABAHOYO;-18.039.032;-79.521.043.475
1010201;DETENIDO;29;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;6/11/2023;20:00:00.0000000;LOS RIOS;BABAHOYO;-18.039.032;-79.521.043.475
1010201;APREHENDIDO;39;MUJER;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);6/11/2023;18:00:00.0000000;SANTA ELENA;SANTA ELENA;-21.434.834;-807.670.748
1010201;APREHENDIDO;19;MUJER;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);6/11/2023;18:00:00.0000000;SANTA ELENA;SANTA ELENA;-21.434.834;-807.670.748
