CODIGO_ICCS;TIPO;EDAD;GENERO;NIVEL DE INSTRUCCIÓN;NACIONALIDAD;ETNIA;DELITO ;TIPO DE ARMA;FECHA;HORA;PROVINCIA;CANTON;LATITUD;LONGITUD
1010101;DETENIDO;32;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;18/1/2023;16:45:00.0000000;PICHINCHA;QUITO;-0.204939107;-78.494.701.982
1010101;DETENIDO;0;MUJER;BACHILLERATO;COLOMBIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/1/2023;12:00:00.0000000;PICHINCHA;QUITO;-0.186754507;-78.479.225.636
1010201;DETENIDO;30;HOMBRE;EDUCACIÓN INICIAL;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/1/2023;16:00:00.0000000;CARCHI;MONTUFAR;0.5343245;-77.813.673.019
1010201;DETENIDO;27;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/1/2023;13:00:00.0000000;GUAYAS;GUAYAQUIL;-219.900.465;-79.899.015.039
1010201;APREHENDIDO;58;MUJER;EDUCACIÓN INICIAL;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/1/2023;15:50:00.0000000;ESMERALDAS;ESMERALDAS;0.966758;-79.665.199
1010902;DETENIDO;29;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/1/2023;13:15:00.0000000;PICHINCHA;CAYAMBE;0.0337612;-78.146.134.648
1010201;APREHENDIDO;35;MUJER;EDUCACIÓN INICIAL;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/1/2023;15:50:00.0000000;ESMERALDAS;ESMERALDAS;0.966758;-79.665.199
1010201;APREHENDIDO;28;HOMBRE;BACHILLERATO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/1/2023;15:30:00.0000000;ESMERALDAS;ESMERALDAS;0.966437;-79.649.306
1010902;DETENIDO;37;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/1/2023;13:00:00.0000000;PICHINCHA;CAYAMBE;0.0419175;-781.438.182
1010201;APREHENDIDO;17;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;19/1/2023;15:30:00.0000000;ESMERALDAS;ESMERALDAS;0.966437;-79.649.306
1010101;APREHENDIDO;21;HOMBRE;BACHILLERATO;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);20/1/2023;02:00:00.0000000;AZUAY;CUENCA;-290.720.189;-79.021.300.077
1010201;APREHENDIDO;21;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;20/1/2023;23:30:00.0000000;GUAYAS;GUAYAQUIL;-2.105.019;-79.949.662
1010201;APREHENDIDO;25;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;20/1/2023;23:30:00.0000000;GUAYAS;GUAYAQUIL;-2.105.977.866;-79.949.666.262
1010201;APREHENDIDO;23;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;20/1/2023;23:30:00.0000000;GUAYAS;GUAYAQUIL;-2.105.431.065;-79.949.676.991
1010902;DETENIDO;47;HOMBRE;SE DESCONOCE;ECUATORIANO;SHUAR;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;21/1/2023;18:20:00.0000000;MORONA SANTIAGO;TAISHA;-2.378.240.826;-7.750.662.232
1010201;DETENIDO;38;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;21/1/2023;16:30:00.0000000;PICHINCHA;QUITO;0.137966496;-78.767.992.258
1010101;APREHENDIDO;26;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);22/1/2023;21:00:00.0000000;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.30509447;-78.948.487.287
1010201;APREHENDIDO;27;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;22/1/2023;02:00:00.0000000;SANTA ELENA;SALINAS;-23.213.918;-808.862.957
1032203;APREHENDIDO;47;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/1/2023;18:45:00.0000000;GUAYAS;GUAYAQUIL;-22.077.411;-79.889.144.538
1032203;APREHENDIDO;54;HOMBRE;SE DESCONOCE;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/1/2023;18:45:00.0000000;GUAYAS;GUAYAQUIL;-22.077.411;-79.889.144.538
1010201;DETENIDO;32;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/1/2023;15:30:00.0000000;PICHINCHA;QUITO;-0.152295649;-78.472.316.265
1032203;APREHENDIDO;61;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;23/1/2023;18:45:00.0000000;GUAYAS;GUAYAQUIL;-22.077.411;-79.889.144.538
1010201;APREHENDIDO;17;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/1/2023;15:00:00.0000000;GUAYAS;GUAYAQUIL;-2.084.341.549;-79.984.492.064
1010202;APREHENDIDO;21;MUJER;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/1/2023;23:50:00.0000000;LOJA;CATAMAYO;-3.995.814.294;-79.322.340.488
1010201;APREHENDIDO;20;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/1/2023;15:00:00.0000000;GUAYAS;GUAYAQUIL;-2.084.234.332;-79.984.449.148
1010202;APREHENDIDO;21;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/1/2023;23:50:00.0000000;LOJA;CATAMAYO;-3.996.092.565;-79.320.924.282
1010202;APREHENDIDO;15;HOMBRE;NO APLICA;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/1/2023;23:50:00.0000000;LOJA;CATAMAYO;-3.996.011.458;-79.321.053.028
1010202;APREHENDIDO;28;HOMBRE;NO APLICA;ECUATORIANO;SE DESCONOCE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/1/2023;23:50:00.0000000;LOJA;CATAMAYO;-3.996.019.318;-79.320.473.671
1010201;DETENIDO;41;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;24/1/2023;10:00:00.0000000;GUAYAS;GUAYAQUIL;-219.271.485;-79.940.193.555
1010101;APREHENDIDO;30;HOMBRE;NO APLICA;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);24/1/2023;22:30:00.0000000;PICHINCHA;QUITO;-0.281783194;-78.471.205.831
1010201;APREHENDIDO;27;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/1/2023;14:30:00.0000000;LOS RIOS;QUEVEDO;-10.507.513;-794.718.213
1010201;APREHENDIDO;20;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/1/2023;14:30:00.0000000;LOS RIOS;QUEVEDO;-10.507.513;-794.718.213
1010201;APREHENDIDO;18;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/1/2023;14:30:00.0000000;LOS RIOS;QUEVEDO;-10.507.513;-794.718.213
1010201;APREHENDIDO;34;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/1/2023;14:30:00.0000000;LOS RIOS;QUEVEDO;-10.513.279;-794.717.172
1010202;APREHENDIDO;41;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/1/2023;01:30:00.0000000;LOJA;CATAMAYO;-4.006.769.912;-79.352.890.849
1010101;DETENIDO;42;MUJER;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/1/2023;14:00:00.0000000;PICHINCHA;QUITO;-0.167557358;-78.477.079.868
1010201;APREHENDIDO;18;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/1/2023;14:30:00.0000000;LOS RIOS;QUEVEDO;-10.507.513;-794.718.213
1010201;APREHENDIDO;20;HOMBRE;NO APLICA;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/1/2023;23:40:00.0000000;GUAYAS;GUAYAQUIL;-22.136.337;-799.336.485
1010201;APREHENDIDO;40;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/1/2023;14:30:00.0000000;LOS RIOS;QUEVEDO;-10.507.513;-794.718.213
1010201;APREHENDIDO;20;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;25/1/2023;14:30:00.0000000;LOS RIOS;QUEVEDO;-10.507.513;-794.718.213
1010201;APREHENDIDO;22;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/1/2023;14:30:00.0000000;LOS RIOS;QUEVEDO;-10.507.513;-794.718.213
1010202;APREHENDIDO;36;HOMBRE;NO APLICA;PERUANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;25/1/2023;05:00:00.0000000;LOJA;CATAMAYO;-3.985.648.034;-79.358.282.089
1010201;APREHENDIDO;28;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;25/1/2023;14:30:00.0000000;LOS RIOS;QUEVEDO;-10.513.279;-794.717.172
1010201;APREHENDIDO;38;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;23:30:00.0000000;GUAYAS;GUAYAQUIL;-2.121.416.879;-79.952.005.148
1010201;DETENIDO;0;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;12:00:00.0000000;CARCHI;TULCAN;0.823802391;-77.706.931.829
1010201;DETENIDO;0;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;12:00:00.0000000;CARCHI;TULCAN;0.823852844;-77.706.733.346
1010201;APREHENDIDO;13;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;26/1/2023;23:30:00.0000000;GUAYAS;GUAYAQUIL;-2.122.928.607;-79.949.752.092
1010201;DETENIDO;0;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;12:00:00.0000000;CARCHI;TULCAN;0.823542578;-77.706.942.558
1010201;APREHENDIDO;21;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;26/1/2023;18:25:00.0000000;GUAYAS;GUAYAQUIL;-22.498.017;-799.090.253
1010201;APREHENDIDO;40;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;23:30:00.0000000;GUAYAS;GUAYAQUIL;-2.123.035.822;-79.949.612.617
1010201;APREHENDIDO;0;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;12:00:00.0000000;CARCHI;TULCAN;0.823986941;-77.706.722.617
1010201;DETENIDO;0;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;12:00:00.0000000;CARCHI;TULCAN;0.823842117;-77.706.754.804
1010201;APREHENDIDO;34;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;23:30:00.0000000;GUAYAS;GUAYAQUIL;-2.121.395.436;-79.951.683.283
1010201;APREHENDIDO;25;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;23:30:00.0000000;GUAYAS;GUAYAQUIL;-212.113.812;-79.952.048.063
1010201;APREHENDIDO;27;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;23:30:00.0000000;GUAYAS;GUAYAQUIL;-2.121.348.027;-79.951.972.961
1010201;DETENIDO;0;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;12:00:00.0000000;CARCHI;TULCAN;0.823845301;-77.706.824.541
1010201;APREHENDIDO;24;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;23:30:00.0000000;GUAYAS;GUAYAQUIL;-2.122.939.328;-79.949.623.346
1010201;APREHENDIDO;18;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;23:30:00.0000000;GUAYAS;GUAYAQUIL;-2.121.545.536;-79.952.005.148
1010201;DETENIDO;0;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;12:00:00.0000000;CARCHI;TULCAN;0.823542578;-77.706.899.643
1010101;DETENIDO;31;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;17:00:00.0000000;COTOPAXI;LATACUNGA;-0.87190362;-78.632.114.977
1010202;DETENIDO;36;HOMBRE;CUARTO NIVEL O DE POSGRADO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;14:30:00.0000000;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;-0.305022721;-79.185.676.575
1010201;DETENIDO;0;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;12:00:00.0000000;CARCHI;TULCAN;0.823830216;-7.770.683.527
1010201;DETENIDO;0;HOMBRE;SE DESCONOCE;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;26/1/2023;12:00:00.0000000;CARCHI;TULCAN;0.823722938;-77.706.899.643
1010201;APREHENDIDO;21;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;27/1/2023;17:00:00.0000000;GUAYAS;GUAYAQUIL;-216.877.355;-79.892.221.999
1010201;APREHENDIDO;25;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;27/1/2023;19:00:00.0000000;GUAYAS;GUAYAQUIL;-20.867.782;-799.630.648
1010201;APREHENDIDO;22;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;28/1/2023;16:00:00.0000000;GUAYAS;GUAYAQUIL;-2.139.693.799;-79.936.555.624
1010201;DETENIDO;18;HOMBRE;EDUCACIÓN GENERAL BÁSICA;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;28/1/2023;13:20:00.0000000;TUNGURAHUA;AMBATO;-1.252.667.822;-78.633.141.518
1010201;APREHENDIDO;0;HOMBRE;NO APLICA;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;28/1/2023;16:00:00.0000000;GUAYAS;GUAYAQUIL;-2.139.692.878;-79.936.582.446
1010201;APREHENDIDO;19;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;28/1/2023;16:00:00.0000000;GUAYAS;GUAYAQUIL;-2.139.715.242;-79.936.442.971
1010201;APREHENDIDO;23;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;28/1/2023;16:00:00.0000000;GUAYAS;GUAYAQUIL;-2.139.372.159;-79.941.179.752
1010201;DETENIDO;27;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;29/1/2023;15:00:00.0000000;GUAYAS;GUAYAQUIL;-2.189.069;-79.889.917
1010201;APREHENDIDO;18;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;31/1/2023;15:00:00.0000000;GUAYAS;DURAN;-21.787.356;-79.810.753
1010101;APREHENDIDO;20;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;1/2/2023;11:30:00.0000000;SUCUMBIOS;LAGO AGRIO;0.01619434;-76.884.298.325
1010101;APREHENDIDO;28;HOMBRE;NO APLICA;VENEZOLANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;1/2/2023;11:30:00.0000000;SUCUMBIOS;LAGO AGRIO;0.016346387;-76.884.212.494
1010201;APREHENDIDO;28;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;2/2/2023;19:30:00.0000000;MANABI;PEDERNALES;0.073518491;-80.048.253.536
1010902;APREHENDIDO;29;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);3/2/2023;21:00:00.0000000;NAPO;TENA;-10.353.372;-776.667.382
1010101;APREHENDIDO;30;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;3/2/2023;22:00:00.0000000;PICHINCHA;QUITO;-0.118858256;-78.287.917.077
1010101;APREHENDIDO;28;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;3/2/2023;22:00:00.0000000;PICHINCHA;QUITO;-0.058186224;-78.345.426.488
1010902;DETENIDO;34;HOMBRE;NO APLICA;ECUATORIANO;INDÍGENA;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;4/2/2023;19:35:00.0000000;IMBABURA;ANTONIO ANTE;0.3292748;-78.214.546.465
1010101;APREHENDIDO;30;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);4/2/2023;13:30:00.0000000;PICHINCHA;QUITO;-0.221136;-78.520.766
1010101;DETENIDO;20;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;12:00:00.0000000;GUAYAS;EMPALME;-10.411.244;-796.477.013
1010201;DETENIDO;28;HOMBRE;EDUCACIÓN GENERAL BÁSICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;14:45:00.0000000;GUAYAS;PLAYAS;-2.637.689;-80.379.994
1010201;DETENIDO;43;HOMBRE;NO APLICA;ECUATORIANO;MONTUBIO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;08:20:00.0000000;MANABI;PORTOVIEJO;-0.9982667;-804.103.958
1010201;APREHENDIDO;18;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;14:00:00.0000000;LOS RIOS;QUINSALOMA;-1.202.697.338;-79.313.124.418
1010201;DETENIDO;33;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;12:50:00.0000000;CHIMBORAZO;CHAMBO;-17.332.275;-78.595.526.218
1010101;DETENIDO;26;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);5/2/2023;10:30:00.0000000;PICHINCHA;QUITO;-0.244494;-7.852.806
1010201;DETENIDO;34;MUJER;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;08:15:00.0000000;PICHINCHA;QUITO;-0.27773035;-78.553.902.981
1010902;DETENIDO;43;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;13:00:00.0000000;LOS RIOS;BABAHOYO;-1.814.325.065;-79.507.232.344
1010101;DETENIDO;43;MUJER;SE DESCONOCE;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;08:15:00.0000000;GUAYAS;DURAN;-21.777.731;-798.431.741
1010101;DETENIDO;23;HOMBRE;SE DESCONOCE;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;11:10:00.0000000;PICHINCHA;CAYAMBE;0.0696431;-781.343.366
1010201;APREHENDIDO;18;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;16:00:00.0000000;LOS RIOS;VALENCIA;-0.77142292;-79.327.468.872
1010201;APREHENDIDO;16;MUJER;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;13:30:00.0000000;LOS RIOS;QUINSALOMA;-1.204.571.789;-79.314.830.303
1010101;DETENIDO;18;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;16:30:00.0000000;SANTA ELENA;SANTA ELENA;-2.021.186.162;-80.670.982.003
1010101;APREHENDIDO;27;MUJER;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;11:00:00.0000000;GUAYAS;MILAGRO;-21.526.406;-79.588.262
1010201;DETENIDO;71;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;07:35:00.0000000;GUAYAS;DAULE;-187.330.745;-79.982.960.217
1010201;APREHENDIDO;30;MUJER;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;16:52:00.0000000;PICHINCHA;QUITO;0.17690015;-78.405.749.845
1010902;DETENIDO;58;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;08:40:00.0000000;PICHINCHA;QUITO;-0.241389045;-78.531.711.102
1010101;APREHENDIDO;28;HOMBRE;BACHILLERATO;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;5/2/2023;11:00:00.0000000;GUAYAS;MILAGRO;-21.526.406;-79.588.262
1010101;DETENIDO;89;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;ARMAS DE FUEGO;6/2/2023;18:30:00.0000000;ESMERALDAS;QUININDE;0.2463438;-79.590.181
1032202;DETENIDO;41;HOMBRE;NO APLICA;ECUATORIANO;MESTIZO/A;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA;NINGUNA;7/2/2023;12:00:00.0000000;MANABI;ROCAFUERTE;-0.919213;-80.449.466
